filename	0	0		2.0 Mapping Tables - Hospitals/Hurley Medical Center ADT 2.0 table 7-16-19.xlsx			
MSH-4	2	1	Hospital Value	Description			4
MSH-4	3	1	2.16.840.1.113883.3.1481.1.2.2	Hospital Name			2
MSH-4	4	1	2.16.840.1.113883.3.3413	HURLEY MEDICAL CENTER			00000000
MSH-4	5	1	2.16.840.1.113883.3.3413.1	MICHIGAN HEALTH SPECIALISTS- SERVICE AREA -60 / SUB ID			00000000
MSH-4	6	1	2.16.840.1.113883.3.3413.2     	HURLEY HEALTH SERVICES- SERVICE AREA - 20 / SUB ID			00000000
MSH-4	7	1	2.16.840.1.113883.3.3413.3	ELMAHDI M. SAEED - SERVICE AREA -61 / SUB ID			00000000
MSH-4	8	1	2.16.840.1.113883.3.3413.4	HURLEY EMERGENT / SUB ID			00000000
MSH-4	9	1	2.16.840.1.113883.3.3413.5	HURLEY AMBULATORY / SUB ID			00000000
MSH-4	10	1	2.16.840.1.113883.3.3413.6	HURLEY URGENT CARE/ SUB ID			00000000
MSH-4	11	1	2.16.840.1.113883.3.3413.7	GRAND BLANC URGENT CARE/ SUB ID			00000000
MSH-4	12	1	2.16.840.1.113883.3.3413.8	HABIB AKRAWI / SUB ID			00000000
MSH-4	13	1	2.16.840.1.113883.3.3413.9	MANOHARAN EUSTACE / SUB ID			00000000
MSH-4	14	1	2.16.840.1.113883.3.3413.10	AHMED ARIF_MOHAMMED SYED clinics/ SUB ID			00000000
MSH-4	15	1	2.16.840.1.113883.3.3413.11	MUSTAFA_AKPINAR/ SUB ID			00000000
MSH-4	16	1	2.16.840.1.113883.3.3413.12	MICHIGAN HEALTH SPECIALISTS CENTER ROAD			00000000
MSH-4	17	1	2.16.840.1.113883.3.3413.13	MICHIGAN HEALTH SPECIALISTS HILL ROAD			00000000
MSH-4	18	1	2.16.840.1.113883.3.3413.14	MICHIGAN HEALTH SPECIALISTS LAPEER			00000000
MSH-4	19	1	2.16.840.1.113883.3.3413.15	MICHIGAN HEALTH SPECIALISTS LINDEN ROAD			00000000
MSH-4	20	1	2.16.840.1.113883.3.3413.16	MICHIGAN HEALTH SPECIALISTS LONGWAY BLV			00000000
MSH-4	21	1	2.16.840.1.113883.3.3413.17	ACC SERVICE AREA - 64 / SUB ID			00000000
MSH-4	22	1	2.16.840.1.113883.3.3413.18	SHARMAN/ SUB ID - SA 54			00000000
PID-8	2	3	MiHIN Value	Description	Hospital Value		4
PID-8	3	3	M	Male	M		2
PID-8	4	3	F	Female	F		4
PID-8	5	3	M	Male	M		4
PID-8	6	3	O	Other			4
PID-8	7	3	U	Unknown	U		4
PID-8	8	3	A	Ambiguous			4
PID-8	9	3	N	Not Applicable			4
PID-10	2	6	MiHIN Value	Description	Hospital Value		4
PID-10	3	6	2106-3	White	W		2
PID-10	4	6	1002-5	American Indian or Alaska Native	I		4
PID-10	5	6	2028-9	Asian	A		4
PID-10	6	6	2054-5	Black or African American	B		4
PID-10	7	6	2076-8	Native Hawaiian or Other Pacific Islander	P		4
PID-10	8	6	2106-3	White	W		4
PID-10	9	6	2131-1	Other Race	O, U, H		4
PID-10	10	6	MR	Multi-Racial			4
PID-10	11	6	PR	Patient Refused 	R		4
PID-22	2	9	MiHIN Value	Description	Hospital Value		4
PID-22	3	9	H	Hispanic or Latino	Hisp		2
PID-22	4	9	H	Hispanic or Latino	HISPANIC		4
PID-22	5	9	N	Not Hispanic or Latino	NON-HISPANIC		4
PID-22	6	9	U	Unknown	UNKNOWN		4
PID-22	7	9	D	Declined	PATIENT REFUSED		4
PID-22	8	9	AN	Alaskan Native 			4
PID-22	9	9	AR	Arabic 			4
PID-22	10	9	AS	Asian 			4
PID-22	11	9	CA	Caucasian			4
PID-22	12	9	CHA	Chaldean 			4
PID-22	13	9	CHI	Chinese 			4
PID-22	14	9	DU	Dutch 			4
PID-22	15	9	EG	Egyptian 			4
PID-22	16	9	FR	French 			4
PID-22	17	9	GER	German 			4
PID-22	18	9	GRE	Greek 			4
PID-22	19	9	HA	Hawaiian 			4
PID-22	20	9	IRA	Iranian 			4
PID-22	21	9	IRQ	Iraqi 			4
PID-22	22	9	IRH	Irish 			4
PID-22	23	9	ITA	Italian 			4
PID-22	24	9	JA	Japanese 			4
PID-22	25	9	JE	Jewish 			4
PID-22	26	9	JO	Jordanian 			4
PID-22	27	9	KO	Korean 			4
PID-22	28	9	LE	Lebanese  			4
PID-22	29	9	MAC	Macedonian 			4
PID-22	30	9	ME	Middle Eastern			4
PID-22	31	9	MUL	Multi-Ethnic 			4
PID-22	32	9	NA	Native American			4
PID-22	33	9	O	Other 			4
PID-22	34	9	PO	Polish 			4
PID-22	35	9	RU	Russian 			4
PID-22	36	9	SC	Scottish 			4
PID-22	37	9	UK	Ukrainian 			4
PID-22	38	9	VIT	Vietnamese 			4
PID-30	2	12	MiHIN Value	Description	Hospital Value		4
PID-30	3	12	Y	Expired	E		2
PID-30	4	12	Y	Deceased/Yes			4
PID-30	5	12	N	Not Deceased/No			4
DG1-6	2	15	MiHIN Value	Description	Hospital Value		4
DG1-6	3	15	A	Admitting	AD		2
